The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23377","figure legend:2B|full coverage:Only protein-protein interactions|curation depth:imex curation","Aoki et al. (2009)",,,"0.5","2015/06/11","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-10894938","physical association","O75396 (EBI-10894938) Q9P2W9","false","physical association","imex|pubmed","IM-24343|19369418","false","EBI-10894938","O75396 (EBI-10894938) Q9P2W9","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2015/06/26",,
"23380","figure legend:1A|curation depth:mimix curation","Haque et al. (2010)",,,"0.52","2013/06/03","anti bait coimmunoprecipitation","MI:0006","human-u2-os|Human U2-OS osteosarcoma cell line","9606|9606","EBI-6753091","physical association","Q9UH99 (EBI-6753091) P50402","false","physical association","pubmed","19933576","false","EBI-6753091","Q9UH99 (EBI-6753091) P50402","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23381","figure legend:1B|curation depth:mimix curation","Haque et al. (2010)",,,"0.52","2013/06/03","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6807079","physical association","P50402 (EBI-6807079) Q9UH99","false","physical association","pubmed","19933576","false","EBI-6807079","P50402 (EBI-6807079) Q9UH99","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23382","figure legend:1G|curation depth:mimix curation","Haque et al. (2010)",,,"0.52","2013/06/03","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6814471","physical association","P50402 (EBI-6814471) Q9UH99","false","physical association","pubmed","19933576","false","EBI-6814471","P50402 (EBI-6814471) Q9UH99","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23384","figure legend:3|curation depth:mimix curation","Haque et al. (2010)",,,"0.64","2013/06/03","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6838684","physical association","P02545 (EBI-6838684) Q9UH99","false","physical association","pubmed","19933576","false","EBI-6838684","P02545 (EBI-6838684) Q9UH99","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23386","figure legend:2B|curation depth:mimix curation","Haque et al. (2010)",,,"0.4","2013/06/03","anti tag coimmunoprecipitation","MI:0007","human-u2-os|Human U2-OS osteosarcoma cell line","9606|9606","EBI-6838651","physical association","Q8WXH0-5 (EBI-6838651) Q9UH99","false","physical association","pubmed","19933576","false","EBI-6838651","Q8WXH0-5 (EBI-6838651) Q9UH99","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23388","figure legend:Figure 3C, 6B|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)",,,"0.5","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6920429","physical association","Q92540 (EBI-6920429) Q9UPR3","false","physical association","pubmed|imex","23348841|IM-21082","false","EBI-6920429","Q92540 (EBI-6920429) Q9UPR3","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2015/06/25",,
"23389","figure legend:Figure 6A.|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)",,,"0.5","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6920928","physical association","Q92540 (EBI-6920928) Q9UPR3","false","physical association","pubmed|imex","23348841|IM-21082","false","EBI-6920928","Q92540 (EBI-6920928) Q9UPR3","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23390","figure legend:Figure 6A|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.5","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-10894454","association","Q9UPR3 (EBI-10894454) Q92540","false","association","pubmed|imex","23348841|IM-21082","false","EBI-10894454","Q9UPR3 (EBI-10894454) Q92540","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2015/06/25",,
"23392","figure legend:Figure 6A|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.35","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-10894454","association","Q9UPR3 (EBI-10894454) Q92900","false","association","pubmed|imex","23348841|IM-21082","false","EBI-10894454","Q9UPR3 (EBI-10894454) Q92900","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2015/06/25",,
"23393","figure legend:Figure 6D|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.35","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6932245","association","Q92900 (EBI-6932245) Q9UPR3","false","association","pubmed|imex","23348841|IM-21082","false","EBI-6932245","Q92900 (EBI-6932245) Q9UPR3","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2015/06/25",,
"23394","figure legend:Figure 6C.|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.5","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6921318","association","Q92540 (EBI-6921318) Q9UPR3","false","association","pubmed|imex","23348841|IM-21082","false","EBI-6921318","Q92540 (EBI-6921318) Q9UPR3","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2015/06/25",,
"23395","figure legend:Figure 6B|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.35","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6921015","association","Q9UPR3 (EBI-6921015) Q92900","false","association","pubmed|imex","23348841|IM-21082","false","EBI-6921015","Q9UPR3 (EBI-6921015) Q92900","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2015/06/25",,
"23396","figure legend:Figure 6B|full coverage:Only protein-protein interactions|curation depth:imex curation","Jonas et al. (2013)","spoke expansion","MI:1060","0.5","2013/08/06","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6921015","association","Q9UPR3 (EBI-6921015) Q92540","false","association","pubmed|imex","23348841|IM-21082","false","EBI-6921015","Q9UPR3 (EBI-6921015) Q92540","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2015/06/25",,
"23399","figure legend:Fig 2c and Table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Song et al. (2009)","spoke expansion","MI:1060","0.35","2013/02/14","anti bait coimmunoprecipitation","MI:0006","caeel|Caenorhabditis elegans","6239|6239","EBI-6514170","association","O16259 (EBI-6514170) P02566","false","association","pubmed|imex","19467242|IM-18672","false","EBI-6514170","O16259 (EBI-6514170) P02566","unspecified role","MI:0499","psi-mi","bait","MI:0496","de novo protein sequencing by mass spectrometry","MI:0032","unspecified role","MI:0499","prey","MI:0498","de novo protein sequencing by mass spectrometry","MI:0032","2017/02/23",,
"23400","figure legend:1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2000)",,,"0.8","2011/03/29","anti bait coimmunoprecipitation","MI:0006","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3864570","physical association","Q92900 (EBI-3864570) Q9BZI7","false","physical association","pubmed|imex","11163187|IM-17022","false","EBI-3864570","Q92900 (EBI-3864570) Q9BZI7","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23402","figure legend:Fig. 1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2000)",,,"0.86","2011/03/29","anti bait coimmunoprecipitation","MI:0006","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3864578","physical association","Q9HAU5 (EBI-3864578) Q9BZI7","false","physical association","pubmed|imex","11163187|IM-17022","false","EBI-3864578","Q9HAU5 (EBI-3864578) Q9BZI7","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23403","figure legend:1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2000)",,,"0.8","2011/03/29","anti bait coimmunoprecipitation","MI:0006","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3864589","physical association","Q9BZI7 (EBI-3864589) Q92900","false","physical association","pubmed|imex","11163187|IM-17022","false","EBI-3864589","Q9BZI7 (EBI-3864589) Q92900","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23404","figure legend:1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2000)",,,"0.86","2011/03/29","anti bait coimmunoprecipitation","MI:0006","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3864593","physical association","Q9BZI7 (EBI-3864593) Q9HAU5","false","physical association","pubmed|imex","11163187|IM-17022","false","EBI-3864593","Q9BZI7 (EBI-3864593) Q9HAU5","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23407","figure legend:1d|curation depth:mimix curation","Luo et al. (2011)",,,"0.46","2011/08/26","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-4392567","physical association","P33535-4 (EBI-4392567) Q15363","false","physical association","pubmed","21219331","false","EBI-4392567","P33535-4 (EBI-4392567) Q15363","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23409","figure legend:Table S1|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Nozawa et al. (2010)","spoke expansion","MI:1060","0.35","2011/08/31","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-4395437","association","P45973 (EBI-4395437) Q16576","false","association","pubmed","20562864","false","EBI-4395437","P45973 (EBI-4395437) Q16576","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23412","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3946100","association","Q14781 (EBI-3946100) Q8IXK0-2","false","association","pubmed","21282530","false","EBI-3946100","Q14781 (EBI-3946100) Q8IXK0-2","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23414","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951754","association","O95503 (EBI-3951754) Q8IXK0-2","false","association","pubmed","21282530","false","EBI-3951754","O95503 (EBI-3951754) Q8IXK0-2","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23416","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951754","association","O95503 (EBI-3951754) P67809","false","association","pubmed","21282530","false","EBI-3951754","O95503 (EBI-3951754) P67809","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23418","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951754","association","O95503 (EBI-3951754) P05455","false","association","pubmed","21282530","false","EBI-3951754","O95503 (EBI-3951754) P05455","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23420","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951830","association","O95931 (EBI-3951830) Q8IXK0-2","false","association","pubmed","21282530","false","EBI-3951830","O95931 (EBI-3951830) Q8IXK0-2","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23421","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.53","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951861","association","Q9HC52 (EBI-3951861) Q8IXK0-2","false","association","pubmed","21282530","false","EBI-3951861","Q9HC52 (EBI-3951861) Q8IXK0-2","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23422","figure legend:Table I and fig 1B|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Vandamme et al. (2011)","spoke expansion","MI:1060","0.35","2011/05/20","tandem affinity purification","MI:0676","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3951861","association","Q9HC52 (EBI-3951861) P67809","false","association","pubmed","21282530","false","EBI-3951861","Q9HC52 (EBI-3951861) P67809","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23424","figure legend:4a|curation depth:mimix curation","Williams et al. (2011)","spoke expansion","MI:1060","0.35","2011/06/24","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-4291747","association","Q3URK3 (EBI-4291747) Q16576","false","association","pubmed","21490601","false","EBI-4291747","Q3URK3 (EBI-4291747) Q16576","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23426","figure legend:1b and supplemt.table 1|comment:Partial purification of an approximative 800 kDa complex called BCOR complex. A 24 kDa band remains unidentified. The complex is involved in histone H2A monoubiquitination and probably transcriptional repression by recruitment to BCL6 targets|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Gearhart et al. (2006)","spoke expansion","MI:1060","0.64","2011/05/31","pull down","MI:0096","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-3955563","association","Q9BSM1 (EBI-3955563) P63208","false","association","pubmed","16943429","false","EBI-3955563","Q9BSM1 (EBI-3955563) P63208","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16","histone H2A monoubiquitination","GO:0035518"
"23428","figure legend:1b and supplement table 1|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Gearhart et al. (2006)","spoke expansion","MI:1060","0.64","2011/05/31","pull down","MI:0096","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3955556","association","Q6W2J9 (EBI-3955556) P63208","false","association","pubmed","16943429","false","EBI-3955556","Q6W2J9 (EBI-3955556) P63208","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16",,
"23430","figure legend:2b|dataset:Apoptosis - Interactions involving proteins with a function related to apoptosis|curation depth:mimix curation","Gearhart et al. (2006)",,,"0.56","2011/05/31","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-3955735","physical association","Q8NHM5 (EBI-3955735) P63208","false","physical association","pubmed","16943429","false","EBI-3955735","Q8NHM5 (EBI-3955735) P63208","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23432","figure legend:1A, 1B.|curation depth:mimix curation","Kim et al. (2001)","spoke expansion","MI:1060","0.91","2011/04/01","anti bait coimmunoprecipitation","MI:0006","human|Homo sapiens","9606|9606","EBI-3865986","association","Q9Y5S9 (EBI-3865986) Q9BZI7","false","association","pubmed","11546873","false","EBI-3865986","Q9Y5S9 (EBI-3865986) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23434","figure legend:1C|curation depth:mimix curation","Kim et al. (2001)","spoke expansion","MI:1060","0.53","2011/04/01","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3866041","association","Q9BZI7 (EBI-3866041) Q9UBU9","false","association","pubmed","11546873","false","EBI-3866041","Q9BZI7 (EBI-3866041) Q9UBU9","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23435","figure legend:1C|curation depth:mimix curation","Kim et al. (2001)","spoke expansion","MI:1060","0.91","2011/04/01","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3866041","association","Q9BZI7 (EBI-3866041) Q9Y5S9","false","association","pubmed","11546873","false","EBI-3866041","Q9BZI7 (EBI-3866041) Q9Y5S9","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23437","figure legend:1C|curation depth:mimix curation","Kim et al. (2001)","spoke expansion","MI:1060","0.35","2011/04/01","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3866041","association","Q9BZI7 (EBI-3866041) P09651","false","association","pubmed","11546873","false","EBI-3866041","Q9BZI7 (EBI-3866041) P09651","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23439","figure legend:1C|curation depth:mimix curation","Kim et al. (2001)","spoke expansion","MI:1060","0.35","2011/04/01","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3866041","association","Q9BZI7 (EBI-3866041) Q86V81","false","association","pubmed","11546873","false","EBI-3866041","Q9BZI7 (EBI-3866041) Q86V81","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23440","figure legend:2|curation depth:mimix curation","Kim et al. (2001)",,,"0.91","2011/04/01","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-3866079","physical association","Q9BZI7 (EBI-3866079) Q9Y5S9","false","physical association","pubmed","11546873","false","EBI-3866079","Q9BZI7 (EBI-3866079) Q9Y5S9","unspecified role","MI:0499","psi-mi","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23441","figure legend:3A|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2001)","spoke expansion","MI:1060","0.91","2011/04/04","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3867797","association","Q9Y5S9 (EBI-3867797) Q9BZI7","false","association","pubmed|imex","11546874|IM-16987","false","EBI-3867797","Q9Y5S9 (EBI-3867797) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23443","figure legend:3A|comment:\For UPF3A  two bands have been detected suggesting two isoforms, probably hUPF3L (AC Q9H1J1-1) and hUPF3S (AC Q9H1J1-2), respectively.\|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2001)","spoke expansion","MI:1060","0.64","2011/04/04","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3867801","association","Q15287 (EBI-3867801) Q9BZI7","false","association","pubmed|imex","11546874|IM-16987","false","EBI-3867801","Q15287 (EBI-3867801) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23444","figure legend:3A|full coverage:Only protein-protein interactions|curation depth:imex curation","Lykke-Andersen et al. (2001)","spoke expansion","MI:1060","0.53","2011/04/04","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-3867844","association","Q9UBU9 (EBI-3867844) Q9BZI7","false","association","pubmed|imex","11546874|IM-16987","false","EBI-3867844","Q9UBU9 (EBI-3867844) Q9BZI7","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23446","figure legend:4A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.64","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3867988","association","Q9BZI7 (EBI-3867988) P61326","false","association","pubmed","16601204","false","EBI-3867988","Q9BZI7 (EBI-3867988) P61326","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23447","figure legend:4A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.91","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3867988","association","Q9BZI7 (EBI-3867988) Q9Y5S9","false","association","pubmed","16601204","false","EBI-3867988","Q9BZI7 (EBI-3867988) Q9Y5S9","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23448","figure legend:4A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.86","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3867988","association","Q9BZI7 (EBI-3867988) Q9HAU5","false","association","pubmed","16601204","false","EBI-3867988","Q9BZI7 (EBI-3867988) Q9HAU5","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23450","figure legend:5A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.53","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868028","association","Q9BZI7 (EBI-3868028) O15234","false","association","pubmed","16601204","false","EBI-3868028","Q9BZI7 (EBI-3868028) O15234","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23451","figure legend:5A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.91","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868028","association","Q9BZI7 (EBI-3868028) Q9Y5S9","false","association","pubmed","16601204","false","EBI-3868028","Q9BZI7 (EBI-3868028) Q9Y5S9","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23452","figure legend:5A|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.64","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3868028","association","Q9BZI7 (EBI-3868028) P61326","false","association","pubmed","16601204","false","EBI-3868028","Q9BZI7 (EBI-3868028) P61326","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23454","figure legend:4B|curation depth:mimix curation","Kunz et al. (2006)","spoke expansion","MI:1060","0.35","2011/04/05","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-3869377","association","Q9H1J1-1 (EBI-3869377) Q9UPR3","false","association","pubmed","16601204","false","EBI-3869377","Q9H1J1-1 (EBI-3869377) Q9UPR3","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
